,word,vec
72036,precept,
72037,prescript,
72038,rescript,
72039,writ,
72040,ordination,
72041,bull,
72042,ex cathedra pronouncement,
72043,edict,
72044,decretal,
72045,dispensation,
72046,prescription,
72047,brevet,
72048,placit,
72049,ukase,
72050,ukaz,
72051,firman,
72052,hatti-sherif,
72053,warrant,
72054,passport,
72055,mittimus,
72056,mandamus,
72057,summons,
72058,subpoena,
72059,nisi prius,
72060,interpellation,
72061,citation,
72062,word,
72063,word of command,
72064,mot d'ordre,
72065,bugle call,
72066,trumpet call,
72067,beat of drum,
72068,tattoo,
72069,order of the day,
72070,enactment,
72071,plebiscite,
72072,command,
72073,order,
72074,decree,
72075,enact,
72076,ordain,
72077,dictate,
72078,direct,
72079,give orders,
72080,prescribe,
72081,set,
72082,appoint,
72083,mark out,
72084,set a task,
72085,prescribe a task,
72086,impose a task,
72087,set to work,
72088,put in requisition,
72089,bid,
72090,enjoin,
72091,charge,
72092,call upon,
72093,instruct,
72094,require at the hands of,
72095,exact,
72096,impose,
72097,tax,
72098,task,
72099,demand,
72100,insist on,
72101,claim,
72102,lay claim to,
72103,revendicate,
72104,reclaim,
72105,cite,
72106,summon,
72107,call for,
72108,send for,
72109,subpoena,
72110,beckon,
72111,issue a command,
72112,make a requisition,
72113,issue a requisition,
72114,promulgate a requisition,
72115,make a decree,
72116,issue a decree,
72117,promulgate a decree,
72118,make an order,
72119,issue an order,
72120,promulgate an order,
72121,give the word of command,
72122,give the word,
72123,give the signal,
72124,call to order,
72125,give the law,
72126,lay down the law,
72127,assume the command,
72128,remand,
72129,be ordered,
72130,receive an order,
72131,commanding,
72132,authoritative,
72133,decretory,
72134,decretive,
72135,decretal,
72136,callable,
72137,jussive,
72138,in a commanding tone,
72139,by a stroke of the pen,
72140,by a dash of the pen,
72141,by order,
72142,at beat of drum,
72143,on the first summons,
72144,the decree is gone forth,
72145,sic volo sic jubeo,
72146,le Roi le veut,
72147,boutez en avant,
72148,disobedience,
72149,insubordination,
72150,contumacy,
72151,infraction,
72152,infringement,
72153,violation,
72154,noncompliance,
72155,nonobservance,
72156,revolt,
72157,rebellion,
72158,mutiny,
72159,outbreak,
72160,rising,
72161,uprising,
72162,insurrection,
72163,emeute,
72164,riot,
72165,tumult,
72166,strike,
72167,barring out,
72168,defiance,
72169,mutinousness,
72170,mutineering,
72171,sedition,
72172,treason,
72173,high treason,
72174,petty treason,
72175,misprision of treason,
72176,premunire,
72177,lese majeste,
72178,violation of law,
72179,defection,
72180,secession,
72181,insurgent,
72182,mutineer,
72183,rebel,
72184,revolter,
72185,revolutionary,
72186,rioter,
72187,traitor,
72188,quisling,
72189,carbonaro,
72190,sansculottes,
72191,red republican,
72192,bonnet rouge,
72193,communist,
72194,Fenian,
72195,frondeur,
72196,seceder,
72197,secessionist,
72198,runagate,
72199,renegade,
72200,brawler,
72201,anarchist,
72202,demagogue,
72203,Spartacus,
72204,Masaniello,
72205,Wat Tyler,
72206,Jack Cade,
72207,ringleader,
72208,disobey,
72209,violate,
72210,infringe,
72211,shirk,
72212,set at defiance,
72213,set authority at naught,
72214,run riot,
72215,fly in the face of,
72216,take the law into one's own hands,
72217,kick over the traces,
72218,turn restive,
72219,run restive,
72220,champ the bit,
72221,strike,
72222,rise,
72223,rise in arms,
72224,secede,
72225,mutiny,
72226,rebel,
72227,disobedient,
72228,uncomplying,
72229,uncompliant,
72230,unsubmissive,
72231,unruly,
72232,ungovernable,
72233,breachy,
72234,insubordinate,
72235,impatient of control,
72236,incorrigible,
72237,restiff,
72238,restive,
72239,refractory,
72240,contumacious,
72241,recusant,
72242,recalcitrant,
72243,resisting,
72244,lawless,
72245,mutinous,
72246,seditions,
72247,insurgent,
72248,riotous,
72249,unobeyed,
72250,unbidden,
72251,seditiosissimus quisque ignavus,
72252,unthread the rude eye of rebellion,
72253,obedience,
72254,observance,
72255,compliance,
72256,submission,
72257,subjection,
72258,nonresistance,
72259,passiveness,
72260,resignation,
72261,allegiance,
72262,loyalty,
72263,fealty,
72264,homage,
72265,deference,
72266,devotion,
72267,constancy,
72268,fidelity,
72269,submissness,
72270,submissiveness,
72271,ductility,
72272,obsequiousness,
72273,be obedient,
72274,obey,
72275,bear obedience to,
72276,submit,
72277,comply,
72278,answer the helm,
72279,come at one's call,
72280,do one's bidding,
72281,do what one is told,
72282,do suit and service,
72283,attend to orders,
72284,serve faithfully,
72285,follow the lead of,
72286,follow to the world's end,
72287,serve,
72288,play second fiddle,
72289,obedient,
72290,complying,
72291,compliant,
72292,loyal,
72293,faithful,
72294,devoted,
72295,at one's call,
72296,at one's command,
72297,at one's orders,
72298,at one's beck and call,
72299,under beck and call,
72300,under control,
72301,restrainable,
72302,resigned,
72303,passive,
72304,submissive,
72305,henpecked,
72306,pliant,
72307,unresisted,
72308,obediently,
72309,in compliance with,
72310,in obedience to,
72311,to hear is to obey,
72312,as you please,
72313,if you please,
72314,your wish is my command,
72315,as you wish,
72316,no sooner said than done,
72317,compulsion,
72318,coercion,
72319,coaction,
72320,constraint,
72321,duress,
72322,enforcement,
72323,press,
72324,conscription,
72325,force,
72326,brute force,
72327,main force,
72328,physical force,
72329,the sword,
72330,ultima ratio,
72331,club law,
72332,lynch law,
72333,mob law,
72334,arguementum baculinum,
72335,le droit du plus fort,
72336,martial law,
72337,restraint,
72338,necessity,
72339,force majeure,
72340,Hobson's choice,
72341,compel,
72342,force,
72343,make,
72344,drive,
72345,coerce,
72346,constrain,
72347,enforce,
72348,necessitate,
72349,oblige,
72350,force upon,
72351,press,
72352,cram down the throat,
72353,thrust down the throat,
72354,force down the throat,
72355,say it must be done,
72356,make a point of,
72357,insist upon,
72358,take no denial,
72359,put down,
72360,dragoon,
72361,extort,
72362,wring from,
72363,squeeze,
72364,put on the squeeze,
72365,put on the screws,
72366,turn on the screw,
72367,drag into,
72368,bind,
72369,bind over,
72370,pin down,
72371,tie down,
72372,require,
72373,tax,
72374,put in force,
72375,commandeer,
72376,restrain,
72377,compelling,
72378,coercive,
72379,coactive,
72380,inexorable,
72381,compulsory,
72382,compulsatory,
72383,obligatory,
72384,stringent,
72385,peremptory,
72386,forcible,
72387,not to be trifled with,
72388,irresistible,
72389,compelled,
72390,fain to,
72391,by force,
72392,by force of arms,
72393,on compulsion,
72394,perforce,
72395,vi et armis,
72396,under the lash,
72397,at the point of the sword,
72398,at the point of the bayonet,
72399,forcibly,
72400,by a strong arm,
72401,under protest,
72402,in spite of one's teeth,
72403,against one's will,
72404,nolens volens,
72405,by stress of circumstances,
72406,by stress of weather,
72407,under press of,
72408,de rigueur,
72409,with a gun to one's head,
72410,I'll make him an offer he can't refuse,
72411,master,
72412,padrone,
72413,lord,
72414,lord paramount,
72415,commander,
72416,commandant,
72417,captain,
72418,chief,
72419,chieftain,
72420,sirdar,
72421,sachem,
72422,sheik,
72423,head,
72424,senior,
72425,governor,
72426,ruler,
72427,dictator,
72428,leader,
72429,boss,
72430,cockarouse,
72431,sagamore,
72432,werowance,
72433,lord of the ascendant,
72434,cock of the walk,
72435,cock of the roost,
72436,gray mare,
72437,mistress,
72438,potentate,
72439,liege,
72440,liege lord,
72441,suzerain,
72442,sovereign,
72443,monarch,
72444,autocrat,
72445,despot,
72446,tyrant,
72447,oligarch,
72448,crowned head,
72449,emperor,
72450,king,
72451,anointed king,
72452,majesty,
72453,imperator,
72454,protector,
72455,president,
72456,stadholder,
72457,judge,
72458,ceasar,
72459,kaiser,
72460,czar,
72461,tsar,
72462,sultan,
72463,soldan,
72464,grand Turk,
72465,caliph,
72466,imaum,
72467,shah,
72468,padishah,
72469,sophi,
72470,mogul,
72471,great mogul,
72472,khan,
72473,lama,
72474,tycoon,
72475,mikado,
72476,tenno,
72477,inca,
72478,cazique,
72479,voivode,
72480,landamman,
72481,seyyid,
72482,Abuna,
72483,cacique,
72484,czarowitz,
72485,grand seignior,
72486,prince,
72487,duke,
72488,archduke,
72489,doge,
72490,elector,
72491,seignior,
72492,marland,
72493,margrave,
72494,rajah,
72495,emir,
72496,wali,
72497,sheik nizam,
72498,nawab,
72499,empress,
72500,queen,
72501,sultana,
72502,czarina,
72503,princess,
72504,infanta,
72505,duchess,
72506,margravine,
72507,czarevna,
72508,czarita,
72509,maharani,
72510,rani,
72511,rectrix,
72512,regent,
72513,viceroy,
72514,exarch,
72515,palatine,
72516,khedive,
72517,hospodar,
72518,beglerbeg,
72519,three-tailed bashaw,
72520,pasha,
72521,bashaw,
72522,bey,
72523,beg,
72524,dey,
72525,scherif,
72526,tetrarch,
72527,satrap,
72528,mandarin,
72529,subahdar,
72530,nabob,
72531,maharajah,
72532,burgrave,
72533,laird,
72534,collector,
72535,commissioner,
72536,deputy commissioner,
72537,woon,
72538,the authorities,
72539,the powers that be,
72540,the government,
72541,staff,
72542,etat major,
72543,aga,
72544,official,
72545,man in office,
72546,person in authority,
72547,sircar,
72548,sirkar,
72549,Sublime Porte,
72550,        ,
72551,marshal,
72552,field marshal,
72553,marechal,
72554,general,
72555,generalissimo,
72556,commander in chief,
72557,seraskier,
72558,hetman,
72559,lieutenant general,
72560,major general,
72561,colonel,
72562,lieutenant colonel,
72563,major,
72564,captain,
72565,centurion,
72566,skipper,
72567,lieutenant,
72568,first lieutenant,
72569,second lieutenant,
72570,sublieutenant,
72571,officer,
72572,staff officer,
72573,aide-de-camp,
72574,brigadier,
72575,brigade major,
72576,adjutant,
72577,jemidar,
72578,ensign,
72579,cornet,
72580,cadet,
72581,subaltern,
72582,noncommissioned officer,
72583,warrant officer,
72584,sergeant,
72585,sergeant major,
72586,color sergeant,
72587,corporal,
72588,corporal major,
72589,lance corporal,
72590,acting corporal,
72591,drum major,
72592,captain general,
72593,dizdar,
72594,knight marshal,
72595,naik,
72596,pendragon,
72597,        ,
72598,mayor,
72599,mayoralty,
72600,prefect,
72601,chancellor,
72602,archon,
72603,provost,
72604,magistrate,
72605,syndic,
72606,alcalde,
72607,alcaid,
72608,burgomaster,
72609,corregidor,
72610,seneschal,
72611,alderman,
72612,councilman,
72613,committeeman,
72614,councilwoman,
72615,warden,
72616,constable,
72617,portreeve,
72618,lord mayor,
72619,officer,
72620,dewan,
72621,fonctionnaire,
72622,        ,
72623,admiral,
72624,admiralty,
72625,rear admiral,
72626,vice admiral,
72627,port admiral,
72628,commodore,
72629,captain,
72630,commander,
72631,lieutenant,
72632,ensign,
72633,skipper,
72634,mate,
72635,master,
72636,officer of the day,
72637,OD,
72638,navarch,
72639,da locum melioribus,
72640,der Furst ist der erste Diener seines Staats,
72641,the prince is the first servant of his state,
72642,lord of thy presence and no land beside,
72643,subject,
72644,liegeman,
72645,servant,
72646,retainer,
72647,follower,
72648,henchman,
72649,servitor,
72650,domestic,
72651,menial,
72652,help,
72653,lady help,
72654,employe,
72655,attache,
72656,official,
72657,retinue,
72658,suite,
72659,cortege,
72660,staff,
72661,court,
72662,attendant,
72663,squire,
72664,usher,
72665,page,
72666,donzel,
72667,footboy,
72668,train bearer,
72669,cup bearer,
72670,waiter,
72671,lapster,
72672,butler,
72673,livery servant,
72674,lackey,
72675,footman,
72676,flunky,
72677,flunkey,
72678,valet,
72679,valet de chambre,
72680,equerry,
72681,groom,
72682,jockey,
72683,hostler,
72684,ostler,
72685,tiger,
72686,orderly,
72687,messenger,
72688,cad,
72689,gillie,
72690,herdsman,
72691,swineherd,
72692,barkeeper,
72693,bartender,
72694,bell boy,
72695,boots,
72696,boy,
72697,counterjumper,
72698,khansamah,
72699,khansaman,
72700,khitmutgar,
72701,yardman,
72702,bailiff,
72703,castellan,
72704,seneschal,
72705,chamberlain,
72706,major-domo,
72707,groom of the chambers,
72708,secretary,
72709,under secretary,
72710,assistant secretary,
72711,clerk,
72712,subsidiary,
72713,agent,
72714,subaltern,
72715,underling,
72716,understrapper,
72717,man,
72718,maid,
72719,maidservant,
72720,handmaid,
72721,confidente,
72722,lady's maid,
72723,abigail,
72724,soubrette,
72725,amah,
72726,biddy,
72727,nurse,
72728,bonne,
72729,ayah,
72730,nursemaid,
72731,nursery maid,
72732,house maid,
72733,parlor maid,
72734,waiting maid,
72735,chamber maid,
72736,kitchen maid,
72737,scullery maid,
72738,femme de chambre,
72739,femme fille,
72740,camarista,
72741,chef de cuisine,
72742,cordon bleu,
72743,cook,
72744,scullion,
72745,Cinderella,
72746,potwalloper,
72747,maid of all work,
72748,servant of all work,
72749,laundress,
72750,bedmaker,
72751,journeyman,
72752,charwoman,
72753,bearer,
72754,chokra,
72755,gyp,
72756,hamal,
72757,scout,
72758,serf,
72759,vassal,
72760,slave,
72761,negro,
72762,helot,
72763,bondsman,
72764,bondswoman,
72765,bondslave,
72766,ame damnee,
72767,odalisque,
72768,ryot,
72769,adscriptus gleboe,
72770,villian,
72771,villein,
72772,beadsman,
72773,bedesman,
72774,sizar,
72775,pensioner,
72776,pensionary,
72777,client,
72778,dependant,
72779,dependent,
72780,hanger on,
72781,satellite,
72782,parasite,
72783,led captain,
72784,protege,
72785,ward,
72786,hireling,
72787,mercenary,
72788,puppet,
72789,tool,
72790,creature,
72791,badge of slavery,
72792,bonds,
72793,serve,
72794,wait upon,
72795,attend upon,
72796,dance attendance upon,
72797,pin oneself upon,
72798,squire,
72799,tend,
72800,hang on the sleeve of,
72801,chore,
72802,in the train of,
72803,in one's pay,
72804,in one's employ,
72805,at one's call,
72806,in bonds,
72807,scepter,
72808,regalia,
72809,caduceus,
72810,Mercury's rod,
72811,Mercury's staff,
72812,Mercury's wand,
72813,rod of empire,
72814,mace,
72815,fasces,
72816,wand,
72817,staff,
72818,staff of office,
72819,baton,
72820,truncheon,
72821,flag,
72822,ensign of authority,
72823,emblem of authority,
72824,badge of authority,
72825,insignia of authority,
72826,throne,
72827,chair,
72828,musnud,
72829,divan,
72830,dais,
72831,woolsack,
72832,toga,
72833,pall,
72834,mantle,
72835,robes of state,
72836,ermine,
72837,purple,
72838,crown,
72839,coronet,
72840,diadem,
72841,tiara,
72842,cap of maintenance,
72843,decoration,
72844,title,
72845,portfolio,
72846,key,
72847,signet,
72848,seals,
72849,talisman,
72850,helm,
72851,reins,
72852,freedom,
72853,liberty,
72854,independence,
72855,license,
72856,facility,
72857,scope,
72858,range,
72859,latitude,
72860,play,
72861,free play,
72862,full play,
72863,free scope,
72864,full scope,
72865,free stage and no favor,
72866,swing,
72867,full swing,
72868,elbowroom,
72869,margin,
72870,rope,
72871,wide berth,
72872,Liberty Hall,
72873,franchise,
72874,denization,
72875,free man,
72876,freed man,
72877,livery man,
72878,denizen,
72879,autonomy,
72880,self-government,
72881,liberalism,
72882,free trade,
72883,noninterference,
72884,Monroe Doctrine,
72885,immunity,
72886,exemption,
72887,emancipation,
72888,enfranchisement,
72889,affranchisement,
72890,free land,
72891,freehold,
72892,allodium,
72893,frankalmoigne,
72894,mortmain,
72895,bushwhacker,
72896,freelance,
72897,free thinker,
72898,free trader,
72899,independent,
72900,be free,
72901,have scope,
72902,have the run of,
72903,have one's own way,
72904,have a will of one's own,
72905,have one's fling,
72906,do what one likes,
72907,do what one wishes,
72908,do what one pleases,
72909,do what one chooses,
72910,go at large,
72911,feel at home,
72912,paddle one's own canoe,
72913,stand on one's legs,
72914,stand on one's rights,
72915,shift for oneself,
72916,take a liberty,
72917,make free with,
72918,make oneself quite at home,
72919,use a freedom,
72920,take leave,
72921,take French leave,
72922,set free,
72923,give a loose to,
72924,allow scope,
72925,to,
72926,give scope,
72927,to,
72928,give a horse his head,
72929,make free of,
72930,give the freedom of,
72931,give the franchise,
72932,enfranchise,
72933,affranchise,
72934,laisser faire,
72935,laisser aller,
72936,live and let live,
72937,leave to oneself,
72938,leave alone,
72939,let alone,
72940,free,
72941,free as air,
72942,out of harness,
72943,independent,
72944,at large,
72945,loose,
72946,scot-free,
72947,left alone,
72948,left to oneself,
72949,in full swing,
72950,uncaught,
72951,unconstrained,
72952,unbuttoned,
72953,unconfined,
72954,unrestrained,
72955,unchecked,
72956,unprevented,
72957,unhindered,
72958,unobstructed,
72959,unbound,
72960,uncontrolled,
72961,untrammeled,
72962,unsubject,
72963,ungoverned,
72964,unenslaved,
72965,unenthralled,
72966,unchained,
72967,unshackled,
72968,unfettered,
72969,unreined,
72970,unbridled,
72971,uncurbed,
72972,unmuzzled,
72973,unrestricted,
72974,unlimited,
72975,unmitigated,
72976,unconditional,
72977,absolute,
72978,discretionary,
72979,unassailed,
72980,unforced,
72981,uncompelled,
72982,unbiassed,
72983,spontaneous,
72984,free and easy,
72985,at ease,
72986,at one's ease,
72987,degage,
72988,quite at home,
72989,wanton,
72990,rampant,
72991,irrepressible,
72992,unvanquished,
72993,exempt,
72994,freed,
72995,freeborn,
72996,autonomous,
72997,freehold,
72998,allodial,
72999,gratis,
73000,eleutherian,
73001,unclaimed,
73002,going a begging,
73003,freely,
73004,ad libitum,
73005,ubi libertas ibi patria,
73006,free white and twenty-one,
73007,subjection,
73008,dependence,
73009,dependency,
73010,subordination,
73011,thrall,
73012,thralldom,
73013,thraldom,
73014,enthrallment,
73015,subjugation,
73016,bondage,
73017,serfdom,
73018,feudalism,
73019,feudality,
73020,vassalage,
73021,villenage,
73022,slavery,
73023,enslavement,
73024,involuntary servitude,
73025,conquest,
73026,service,
73027,servitude,
73028,servitorship,
73029,tendence,
73030,employ,
73031,tutelage,
73032,clientship,
73033,liability,
73034,constraint,
73035,oppression,
73036,yoke,
73037,submission,
73038,obedience,
73039,be subject,
73040,be at the mercy of,
73041,lie at the mercy of,
73042,depend upon,
73043,lean upon,
73044,hang upon,
73045,fall a prey to,
73046,fall under,
73047,play second fiddle,
73048,be a mere machine,
73049,be a puppet,
73050,be a football,
73051,not dare to say one's soul is his own,
73052,drag a chain,
73053,serve,
73054,obey,
73055,submit,
73056,break in,
73057,tame,
73058,subject,
73059,subjugate,
73060,master,
73061,tread down,
73062,tread under foot,
73063,weigh down,
73064,drag at one's chariot wheels,
73065,reduce to subjection,
73066,reduce to slavery,
73067,enthrall,
73068,inthrall,
73069,bethrall,
73070,enslave,
73071,lead captive,
73072,take into custody,
73073,rule,
73074,drive into a corner,
73075,hold at the sword's point,
73076,keep under,
73077,hold in bondage,
73078,hold in leading strings,
73079,hold in swaddling clothes,
73080,subject,
73081,dependent,
73082,subordinate,
73083,feudal,
73084,feudatory,
73085,in subjection to,
73086,under control,
73087,in leading strings,
73088,in harness,
73089,subjected,
73090,enslaved,
73091,constrained,
73092,downtrodden,
73093,overborne,
73094,overwhelmed,
73095,under the lash,
73096,on the hip,
73097,led by the nose,
73098,henpecked,
73099,the puppet of,
73100,the sport of,
73101,the plaything of,
73102,under one's orders,
73103,under one's command,
73104,under one's thumb,
73105,a slave to,
73106,at the mercy of,
73107,in the power of,
73108,in the hands of,
73109,in the clutches of,
73110,at the feet of,
73111,at one's beck and call,
73112,liable,
73113,parasitical,
73114,stipendiary,
73115,under,
73116,slaves - in a land of light and law,
73117,liberation,
73118,disengagement,
73119,release,
73120,enlargement,
73121,emancipation,
73122,disenthrallment,
73123,disenthralment,
73124,affranchisement,
73125,enfranchisement,
73126,manumission,
73127,discharge,
73128,dismissal,
73129,deliverance,
73130,redemption,
73131,extrication,
73132,acquittance,
73133,absolution,
73134,acquittal,
73135,escape,
73136,liberate,
73137,free,
73138,set free,
73139,set clear,
73140,set at liberty,
73141,render free,
73142,emancipate,
73143,release,
73144,enfranchise,
73145,affranchise,
73146,manumit,
73147,enlarge,
73148,disband,
73149,discharge,
73150,disenthrall,
73151,disenthral,
73152,dismiss,
73153,let go,
73154,let loose,
73155,loose,
73156,let out,
73157,let slip,
73158,cast adrift,
73159,turn adrift,
73160,deliver,
73161,absolve,
73162,unfetter,
73163,untie,
73164,loose,
73165,loosen,
73166,relax,
73167,unbolt,
73168,unbar,
73169,unclose,
73170,uncork,
73171,unclog,
73172,unhand,
73173,unbind,
73174,unchain,
73175,unharness,
73176,unleash,
73177,disengage,
73178,disentangle,
73179,clear,
73180,extricate,
73181,unloose,
73182,gain one's liberty,
73183,obtain one's liberty,
73184,acquire one's liberty,
73185,get rid of,
73186,get clear of,
73187,deliver oneself from,
73188,shake off the yoke,
73189,slip the collar,
73190,break loose,
73191,break prison,
73192,tear asunder one's bonds,
73193,cast off trammels,
73194,escape,
73195,liberated,
73196,out of harness,
73197,unhand me,
73198,let me go,
73199,restraint,
73200,hindrance,
73201,coercion,
73202,cohibition,
73203,constraint,
73204,repression,
73205,suppression,
73206,discipline,
73207,control,
73208,confinement,
73209,durance,
73210,duress,
73211,imprisonment,
73212,incarceration,
73213,coarctation,
73214,entombment,
73215,mancipation,
73216,durance vile,
73217,limbo,
73218,captivity,
73219,blockade,
73220,arrest,
73221,arrestation,
73222,custody,
73223,keep,
73224,care,
73225,charge,
73226,ward,
73227,restringency,
73228,curb,
73229,lettres de cachet,
73230,limitation,
73231,restriction,
73232,protection,
73233,monopoly,
73234,prohibition,
73235,prisoner,
73236,repressionist,
73237,restrain,
73238,check,
73239,put under restraint,
73240,lay under restraint,
73241,enthral,
73242,enthrall,
73243,inthral,
73244,inthrall,
73245,bethral,
73246,bethrall,
73247,restrict,
73248,debar,
73249,constrain,
73250,coerce,
73251,curb,
73252,control,
73253,hold back,
73254,hold from,
73255,hold in,
73256,hold in check,
73257,hold within bounds,
73258,keep back,
73259,keep from,
73260,keep in,
73261,keep in check,
73262,keep within bounds,
73263,hold in leash,
73264,hold in leading strings,
73265,withhold,
73266,keep under,
73267,repress,
73268,suppress,
73269,smother,
73270,pull in,
73271,rein in,
73272,hold,
73273,hold fast,
73274,keep a tight hand on,
73275,prohibit,
73276,inhibit,
73277,cohibit,
73278,enchain,
73279,fasten,
73280,fetter,
73281,shackle,
73282,entrammel,
73283,bridle,
73284,muzzle,
73285,hopple,
73286,gag,
73287,pinion,
73288,manacle,
73289,handcuff,
73290,tie one's hands,
73291,hobble,
73292,bind hand and foot,
73293,swathe,
73294,swaddle,
73295,pin down,
73296,tether,
73297,picket,
73298,tie down,
73299,tie up,
73300,secure,
73301,forge fetters,
73302,disable,
73303,hamstring,
73304,confine,
73305,shut up,
73306,shut in,
73307,clap up,
73308,lock up,
73309,box up,
73310,mew up,
73311,bottle up,
73312,cork up,
73313,seal up,
73314,button up,
73315,hem in,
73316,bolt in,
73317,wall in,
73318,rail in,
73319,impound,
73320,pen,
73321,coop,
73322,inclose,
73323,cage,
73324,incage,
73325,encage,
73326,close the door upon,
73327,cloister,
73328,imprison,
73329,immure,
73330,incarcerate,
73331,entomb,
73332,clap under hatches,
73333,lay under hatches,
73334,put in irons,
73335,put in a strait-waistcoat,
73336,throw into prison,
73337,cast into prison,
73338,put into bilboes,
73339,arrest,
73340,take up,
73341,take charge of,
73342,take into custody,
73343,take prisoner,
73344,take captive,
73345,make prisoner,
73346,make captive,
73347,captivate,
73348,lead captive,
73349,lead into captivity,
73350,send to prison,
73351,commit to prison,
73352,commit,
73353,give in charge,
73354,give in custody,
73355,subjugate,
73356,restrained,
73357,constrained,
73358,imprisoned,
73359,pent up,
73360,jammed in,
73361,wedged in,
73362,under lock and key,
73363,under restraint,
73364,under hatches,
73365,in swaddling clothes,
73366,on parole,
73367,in custody,
73368,doing time,
73369,cohibitive,
73370,coactive,
73371,stiff,
73372,restringent,
73373,strait-laced,
73374,hidebound,
73375,barkbound,
73376,ice bound,
73377,wind bound,
73378,weather bound,
73379,cabined cribbed confined,
73380,in Lob's pound,
73381,laid by the heels,
73382,prison,
73383,prison house,
73384,jail,
73385,gaol,
73386,cage,
73387,coop,
73388,den,
73389,cell,
73390,stronghold,
73391,fortress,
73392,keep,
73393,donjon,
73394,dungeon,
73395,Bastille,
73396,oubliette,
73397,bridewell,
73398,house of correction,
73399,hulks,
73400,tollbooth,
73401,panopticon,
73402,penitentiary,
73403,guardroom,
73404,lockup,
73405,hold,
73406,round house,
73407,watch house,
73408,station house,
73409,sponging house,
73410,station,
73411,house of detention,
73412,black hole,
73413,pen,
73414,fold,
73415,pound,
73416,inclosure,
73417,isolation,
73418,penal settlement,
73419,penal colony,
73420,bilboes,
73421,stocks,
73422,limbo,
73423,quod,
73424,calaboose,
73425,chauki,
73426,choky,
73427,thana,
73428,workhouse,
73429,Newgate,
73430,Fleet,
73431,Marshalsea,
73432,King's Bench,
73433,Queen's Bench,
73434,bond,
73435,bandage,
73436,irons,
73437,pinion,
73438,gyve,
73439,fetter,
73440,shackle,
73441,trammel,
73442,manacle,
73443,handcuff,
73444,straight jacket,
73445,strait jacket,
73446,strait-jacket,
73447,strait-waistcoat,
73448,hopples,
73449,vice,
73450,vise,
73451,yoke,
73452,collar,
73453,halter,
73454,harness,
73455,muzzle,
73456,gag,
73457,bit,
73458,brake,
73459,curb,
73460,snaffle,
73461,bridle,
73462,rein,
73463,reins,
73464,bearing rein,
73465,martingale,
73466,leading string,
73467,tether,
73468,picket,
73469,band,
73470,guy,
73471,chain,
73472,cord,
73473,cavesson,
73474,hackamore,
73475,headstall,
73476,jaquima,
73477,lines,
73478,ribbons,
73479,bolt,
73480,deadbolt,
73481,bar,
73482,lock,
73483,police lock,
73484,combination lock,
73485,padlock,
73486,rail,
73487,wall,
73488,stone wall,
73489,paling,
73490,palisade,
73491,fence,
73492,picket fence,
73493,barbed wire fence,
73494,Cyclone fence,
73495,stockade fence,
73496,chain-link fence,
73497,barrier,
73498,barricade,
73499,drag,
73500,keeper,
73501,custodian,
73502,custos,
73503,ranger,
73504,warder,
73505,jailer,
73506,gaoler,
73507,turnkey,
73508,castellan,
73509,guard,
73510,watchdog,
73511,watchman,
73512,Charley,
73513,chokidar,
73514,durwan,
73515,hayward,
73516,sentry,
73517,sentinel,
73518,watch and ward,
73519,concierge,
73520,coast guard,
73521,guarda costa,
73522,game keeper,
73523,escort,
73524,bodyguard,
73525,protector,
73526,governor,
73527,duenna,
73528,guardian,
73529,governess,
73530,nurse,
73531,nanny,
73532,babysitter,
73533,catsitter,
73534,dogsitter,
73535,bonne,
73536,ayah,
73537,prisoner,
73538,prisoner of war,
73539,POW,
73540,captive,
73541,inmate,
73542,detainee,
73543,hostage,
73544,abductee,
73545,detenu,
73546,close prisoner,
73547,jail bird,
73548,ticket of leave man,
73549,chevronne,
73550,stand committed,
73551,be imprisoned,
73552,take prisoner,
73553,take hostage,
73554,imprisoned,
73555,in prison,
73556,in quod,
73557,in durance vile,
73558,in limbo,
73559,in custody,
73560,doing time,
73561,in charge,
73562,in chains,
73563,under lock and key,
73564,under hatches,
73565,on parole,
73566,commission,
73567,delegation,
73568,consignment,
73569,assignment,
73570,procuration,
73571,deputation,
73572,legation,
73573,mission,
73574,embassy,
73575,agency,
73576,agentship,
73577,power of attorney,
73578,clerkship,
73579,surrogacy,
73580,errand,
73581,charge,
73582,brevet,
73583,diploma,
73584,exequatur,
73585,permit,
73586,appointment,
73587,nomination,
73588,designation,
73589,return,
73590,charter,
73591,ordination,
73592,installation,
73593,inauguration,
73594,investiture,
73595,swearing-in,
73596,accession,
73597,coronation,
73598,enthronement,
73599,vicegerency,
73600,regency,
73601,regentship,
73602,viceroy,
73603,consignee,
73604,deputy,
73605,agent,
73606,delegate,
73607,consignee,
73608,commission,
73609,delegate,
73610,depute,
73611,consign,
73612,assign,
73613,charge,
73614,intrust,
73615,entrust,
73616,commit,
73617,commit to the hands of,
73618,authorize,
73619,put in commission,
73620,accredit,
73621,engage,
73622,hire,
73623,bespeak,
73624,appoint,
73625,name,
73626,nominate,
73627,return,
73628,ordain,
73629,install,
73630,induct,
73631,inaugurate,
73632,swear in,
73633,invest,
73634,crown,
73635,enroll,
73636,enlist,
73637,give power of attorney to,
73638,employ,
73639,empower,
73640,set over,
73641,place over,
73642,send out,
73643,be commissioned,
73644,be accredited,
73645,represent,
73646,stand for,
73647,stand in the stead of,
73648,stand in the place of,
73649,stand in the shoes of,
73650,commissioned,
